siteid,latitude,longitude
6024,37.65581482,25.02281061
3845,41.11783391,25.40037537
5803,38.24751389,21.73596083
928,38.15198922,23.97598903
4409,39.63977155,21.33652575
3909,40.46253719,21.92475949
3211,39.95119495,21.35844835
2885,37.95997175,23.65542949
6504,36.34769445,25.43775183
139,37.98766667,23.76025
2423,35.51253583,24.03105757
3260,39.92339632,21.81159806
3545,37.59672628,23.07500239
4296,39.18953375,21.78161725
5364,37.19362357,22.54087374
6014,36.21928722,28.11541716
4534,39.66305727,20.85096821
2355,38.15530556,24.21311111
2784,38.12388889,23.54055556
5822,36.52480205,23.0954429
1013,40.63996247,22.93434713
1496,40.60805395,22.95341121
1270,40.62843408,22.96451286
41325,37.97213,23.749915
1215,40.76871754,23.47609822
3012,40.19567957,23.32864795
3250,41.18440419,23.28165366
2585,38.05469444,23.78480556
340,37.94122678,23.65189293
1727,35.33254944,25.12083579
2623,37.93674179,23.64151167
3015,38.53191667,23.29844444
6291,36.548176,26.3467187
1639,36.46054766,25.39328545
6491,35.47611822,24.01706049
3422,41.3074041,23.99201998
3586,40.89443957,22.08090382
4300,39.48578431,21.90458163
5223,37.6390049,22.13907039
3143,41.0227237,25.69216644
4488,39.56725925,19.88506891
2331,38.35460294,23.02059477
4527,36.83166756,27.0611036
318,37.97639925,23.73457188
1646,36.34930618,25.38545716
2735,37.88110638,23.76325449
5598,36.84742782,22.80806814
3342,40.72093875,22.14335676
5100,37.64274208,21.62483599
2820,37.89122531,23.74877846
2395,38.43893411,22.80077448
6080,36.3877175,25.46360805
1570,37.99605556,23.86775
5985,38.08027778,23.72861111
1154,40.6390485,22.9438955
5617,38.06005556,23.80813889
1391,37.92493591,23.70191569
2854,37.99603965,23.81149781
3663,41.22065374,23.29437058
755,37.96584109,23.5159914
6092,35.00931436,25.73937326
2349,38.46866524,21.82297282
3254,41.16636846,24.07250439
2399,37.97956486,23.67797283
5359,37.85041385,22.99974955
1962,35.50730556,24.06302778
219,37.94124184,23.69011727
102,37.97204131,23.73139917
2953,37.95942805,23.7212681
41172,35.33752217,25.13318206
5543,37.86565126,23.75550057
1703,35.30637809,25.08825338
2961,38.09129559,23.55381392
2647,37.91567249,23.70683412
5913,38.00835437,23.73495851
4128,39.41513386,23.15470768
3762,40.43500643,21.13360391
3030,40.31593929,23.39316504
4741,39.63915934,22.4187401
6217,37.66160866,26.8076246
2144,38.95022778,23.08900013
3548,35.42711111,27.14907778
5241,36.88735955,22.23135226
4462,39.00411551,22.96622795
542,37.9636786,23.67692876
963,37.74392226,23.47991395
3667,41.3596063,25.00563817
2870,38.01427295,23.74125302
5658,37.39687436,23.16287118
5288,38.24885902,21.73680134
5912,38.32913209,20.72214533
1298,40.66000533,22.79876439
5340,37.88280103,21.85334461
5910,37.04333943,22.10744031
4362,39.73118559,21.10924356
5683,36.1505,22.98702778
382,38.01686111,23.79419444
4824,38.11691667,23.84069444
5135,37.52055881,22.85244896
3631,40.25257625,21.97066198
5443,37.45485124,22.40939876
2284,38.55043254,22.10503299
1107,40.78920695,23.35413283
1008,40.667134,22.896397
3185,40.2022744,20.99179931
4190,39.25478582,20.78654383
2715,38.07268669,23.77644768
4720,39.62331193,19.8983194
5941,38.116,23.56172222
3553,40.97836765,24.18850621
2501,38.29863889,23.08211111
5152,38.00725123,22.19646745
493,37.98414087,23.65657201
1248,40.57382379,23.28528055
2770,38.06477102,23.77067679
5726,38.27250483,21.74212278
2515,38.08448984,24.39163942
1225,40.61042169,22.95725822
