eett,latitude,longitude
60318,38.203309,23.964059
340222,36.462051,25.373803
10341,38.21606,21.732209
62913,37.998412,23.789526
62983,38.008595,23.794009
63032,37.997596,23.777391
10349,38.21765,21.747177
60240,38.080073,23.736107
190091,40.223706,24.309126
63409,38.095585,23.80352
63417,38.090895,23.800035
63418,38.091499,23.801647
63429,38.097741,23.800818
240253,35.407569,25.012136
240254,35.4046,25.016123
90453,40.546818,23.051068
370006,35.189506,25.718565
63951,37.819325,23.797336
340264,37.423562,25.333528
500002,39.550539,21.361286
60232,38.03776,23.691172
62102,38.056304,23.816706
62994,38.011797,23.786008
90422,40.706517,22.934317
63463,38.058578,23.769562
63464,38.056677,23.773535
63491,38.065656,23.772395
63494,38.063632,23.778043
63496,38.066143,23.776713
90238,40.570138,22.966405
170028,38.433305,22.425681
280001,40.455143,21.257794
90328,40.609272,22.993463
90240,40.569773,22.97078
63020,37.99935,23.772304
63019,37.999582,23.775636
90462,40.53162,23.013731
62844,38.009126,23.812448
220186,37.699916,21.396494
220212,37.679241,21.38583
200112,35.451635,24.17361
240107,35.329411,25.258962
63461,38.094699,23.775795
62107,38.053485,23.821513
62104,38.055978,23.823813
62106,38.052472,23.820074
10367,38.087005,21.543129
62089,38.063709,23.807413
62087,38.06263,23.805726
400128,39.327245,22.923281
350164,35.860981,23.309915
62645,38.028148,23.792059
62646,38.023985,23.791118
62647,38.024346,23.790239
62648,38.020987,23.791771
62649,38.019386,23.791371
62650,38.017006,23.791674
210071,38.241038,26.092843
63026,37.998766,23.776581
63314,38.097151,23.819766
10337,38.213561,21.749448
10338,38.214452,21.743346
60256,38.031404,23.709343
62260,37.926303,23.697997
64312,37.964162,23.692548
64332,37.958248,23.683612
90417,40.723428,22.924678
150213,38.892272,22.41258
63483,38.055455,23.77968
63526,38.05245,23.774462
90161,40.772864,23.224821
250228,39.696019,20.991927
90363,40.569256,22.973363
90369,40.571798,22.971238
62934,38.013882,23.79117
62935,38.010482,23.792131
62936,38.010906,23.794081
62940,38.008956,23.799025
63618,38.059768,23.753041
63619,38.059218,23.751683
63504,38.065047,23.778713
30039,37.378821,23.159472
90287,40.576415,22.951065
90384,40.603248,22.995756
330089,40.257418,21.553782
10238,38.245369,21.735276
400007,39.180307,22.761365
63498,38.067482,23.774437
63499,38.06758,23.769072
50005,39.375082,21.05869
50006,39.312908,21.080454
50027,39.3337,21.040017
50039,39.413888,21.051108
50047,39.408441,21.069771
50046,39.455374,21.114201
60334,37.918151,23.478356
62083,38.058384,23.807364
190017,40.217668,24.314643
190094,40.31511,24.209499
190096,40.228705,24.221549
190302,40.170816,24.382031
62091,38.053901,23.812332
63445,38.099826,23.801337
63451,38.098447,23.791762
63454,38.097904,23.789621
63569,38.048541,23.759301
63570,38.049102,23.758378
63575,38.055186,23.756245
63576,38.050439,23.754423
63577,38.04892,23.755946
63587,38.055722,23.756365
60330,37.901271,23.873896
370050,35.309491,25.59104
230013,40.549806,22.027287
60319,37.886702,24.003869
390009,38.833253,20.704361
61914,38.05545,23.873084
40016,37.333067,22.490776
62992,37.997673,23.77943
62984,38.000301,23.778158
62948,38.003055,23.788866
63024,37.996708,23.774891
62944,38.005236,23.783531
62943,38.004,23.784621
150089,38.718221,22.484172
63462,38.106995,23.805481
62279,37.925621,23.692203
62950,38.014134,23.785891
62982,38.003506,23.78184
220188,37.694309,21.408594
62887,38.009286,23.809886
290102,38.158834,20.482531
60051,38.010149,23.848731
60296,38.04198,23.541069
63908,37.851428,23.839673
63918,37.845808,23.815864
20022,38.623911,21.41029
63613,38.063652,23.75802
63614,38.063863,23.754999
63624,38.071452,23.760141
64216,37.951484,23.679863
60081,37.985357,23.73388
420074,37.940648,23.645626
90337,40.610766,22.98486
130059,38.462286,23.594232
300077,39.596689,19.889388
90385,40.602114,22.995479
62316,37.923853,23.696618
80107,39.542984,20.283398
370121,35.146264,26.246171
200202,35.51731,23.903956
63559,38.047703,23.765091
62937,38.011179,23.795644
62939,38.008969,23.800897
63370,38.083569,23.8312
150159,38.916197,22.302114
340119,36.743604,24.425305
120122,40.506078,25.570483
64195,37.95296,23.677695
64186,37.953645,23.676672
64199,37.949045,23.674874
64204,37.953899,23.679606
62651,38.01764,23.789657
62652,38.018314,23.791635
62653,38.020331,23.789168
62654,38.019336,23.788716
70008,38.371873,23.103545
62658,38.027625,23.797656
160056,40.69151,21.680592
63082,38.024749,23.83775
63086,38.021603,23.841014
63090,38.023809,23.838274
63092,38.023135,23.842631
63094,38.022778,23.845581
480087,37.604765,26.161366
50065,39.461605,21.031515
50072,39.478739,21.088929
50081,39.442736,21.102571
62941,38.012812,23.800571
62964,38.008318,23.791641
62966,38.012531,23.790223
360171,39.617153,22.416787
62094,38.057244,23.815554
190092,40.283762,24.266433
410214,37.179374,21.920617
63889,37.830209,23.816975
250047,39.749703,20.534993
250050,39.584396,20.543752
250077,39.565686,20.554575
250078,39.614305,20.531017
250124,39.49859,20.72698
63656,37.953345,23.877766
400072,39.193172,23.927269
30133,37.588008,22.804014
90325,40.606771,22.991005
360096,39.564733,22.466109
90279,40.572477,22.953587
220007,37.795263,21.349432
370067,35.256881,25.607143
90169,40.635046,23.246331
90587,40.64707,22.842782
50083,39.478432,21.025513
430056,40.831046,21.773341
340173,37.060426,25.398929
60193,38.008248,23.698936
60255,37.974386,23.749163
110298,36.432438,28.23816
62074,38.080548,23.811049
62096,38.056638,23.813916
62100,38.054913,23.816963
90329,40.608401,22.992641
90449,40.546929,23.04866
90451,40.547855,23.04613
90472,40.54991,23.02315
61659,37.907259,23.75282
61661,37.904029,23.754361
61662,37.907741,23.751606
63942,37.818843,23.800617
150008,38.638046,22.591513
63943,37.818568,23.797337
63945,37.818471,23.798316
340286,37.437795,25.30662
340288,37.417206,25.315935
340290,37.421687,25.319309
61913,38.048014,23.873063
61931,38.047641,23.858822
61930,38.046516,23.854413
380072,39.856192,25.085748
340119,36.743604,24.425305
61706,37.912903,23.745662
61874,38.059059,23.840536
61890,38.065603,23.84234
240111,35.326836,25.066795
90131,40.690955,22.999752
61644,37.940694,23.766259
61670,37.911473,23.755387
61906,38.064267,23.856394
61901,38.057923,23.861051
63954,37.817457,23.795869
340263,37.434603,25.341015
63970,37.832097,23.80874
62861,37.999678,23.802517
62869,38.003818,23.803424
62905,37.994095,23.805961
62929,38.013495,23.78655
61929,38.039537,23.840474
61920,38.04291,23.845407
61919,38.044171,23.843195
61690,37.925429,23.733146
61694,37.924311,23.734086
61695,37.921209,23.732107
61894,38.061669,23.85229
62000,38.056759,23.83488
62003,38.057517,23.826264
62012,38.064302,23.838262
330032,40.162645,21.91571
330084,40.131892,21.869079
62669,38.027412,23.804849
61881,38.051243,23.852436
61900,38.058364,23.859341
61895,38.063117,23.854113
62194,38.054203,23.787466
62197,38.058168,23.788016
62218,38.063139,23.795823
60329,37.97002,24.005386
60087,37.713661,24.053943
61166,37.893823,23.768472
200141,35.51787,24.038579
120232,40.845612,25.873671
200193,35.493975,24.022681
61723,37.923258,23.732476
61729,37.922175,23.733383
61745,37.927521,23.736094
61731,37.922223,23.730573
62894,37.992595,23.801475
62916,38.001674,23.790393
62915,38.001121,23.789062
70055,38.308805,23.63758
90023,40.731852,22.690499
62597,38.023731,23.813525
90077,40.480945,23.138748
62600,38.021976,23.811754
450094,38.989056,20.715213
400135,39.171398,23.224715
62219,38.062384,23.795334
62221,38.062827,23.798819
62224,38.06355,23.792556
240200,35.338618,25.15834
61627,37.935321,23.763061
61628,37.936551,23.763221
120241,40.844407,25.875159
200194,35.490383,24.022656
120177,40.844878,25.876486
60974,37.917057,23.728692
60975,37.918184,23.711119
120218,40.847291,25.874787
62895,37.996539,23.804992
62857,37.997629,23.802623
62827,38.004387,23.799743
62921,38.000509,23.78841
62863,38.004947,23.801394
340291,37.421796,25.314292
240201,35.340121,25.15817
50160,39.200599,20.937922
150203,38.888592,22.46373
320082,38.053519,23.029464
380147,39.095311,26.557599
380151,39.0943,26.551602
340166,36.419793,25.432418
350084,36.850936,22.666111
130250,38.514071,23.639048
240213,35.342515,25.155202
240214,35.340944,25.15843
61629,37.937112,23.761576
90370,40.598467,22.985526
440018,40.267452,22.592067
410150,37.158106,21.585751
90331,40.610647,22.992285
120219,40.847924,25.874746
120220,40.849121,25.874081
120221,40.846623,25.876591
60266,38.048383,23.836618
170028,38.433305,22.425681
490114,40.900861,23.817604
320089,37.956161,22.801015
240210,35.338283,25.158483
61687,37.922386,23.737122
61697,37.919386,23.735998
61941,38.033678,23.848246
61918,38.041948,23.839972
61933,38.037767,23.840375
61958,38.03988,23.830134
300060,39.196299,20.183449
300026,39.204225,20.163302
61986,38.045434,23.831698
61921,38.040947,23.841428
61903,38.061054,23.85653
90326,40.608173,22.992445
60276,38.016111,23.736109
61976,38.035449,23.839957
64335,37.958947,23.686099
61959,38.039102,23.830118
61907,38.063797,23.857928
60686,38.023176,23.802156
62928,38.013166,23.78493
62960,38.009268,23.788396
62963,38.006688,23.792635
60868,38.053933,23.744536
60872,38.051484,23.7432
60867,38.057271,23.746067
61779,38.044539,23.738712
61934,38.039015,23.838929
61935,38.036645,23.841782
61937,38.035126,23.84391
61939,38.03574,23.846673
61749,37.928224,23.735251
61750,37.92858,23.733276
61905,38.0629,23.857817
61902,38.060623,23.859042
360135,39.259967,22.322748
90093,40.42387,22.925093
90113,40.780817,22.956226
420069,37.955333,23.528371
90375,40.601316,22.987016
61960,38.039016,23.82686
61961,38.038865,23.828679
61962,38.039774,23.825757
62234,38.061561,23.791962
62235,38.060558,23.788732
62239,38.064878,23.793392
20099,38.429927,21.428791
20038,38.456789,21.407965
390036,38.714168,20.603454
130255,38.425804,23.670474
63011,37.999543,23.771208
61664,37.90493,23.753779
61669,37.910002,23.754496
61752,37.926758,23.732027
61755,37.923222,23.734803
62238,38.06711,23.795544
62199,38.053445,23.786265
62919,38.000796,23.789717
62918,37.999883,23.787567
90532,40.585779,23.002933
62516,38.032904,23.814602
62685,37.932669,23.756888
62689,37.930973,23.759298
380153,39.094097,26.554566
380155,39.128953,26.543352
60307,37.724808,23.944946
62945,38.00399,23.793202
62958,38.006232,23.786929
63006,38.005006,23.788499
62991,38.005688,23.78763
61686,37.923122,23.73827
61691,37.911111,23.744275
61692,37.920869,23.73744
61671,37.907582,23.753145
61673,37.907842,23.7575
61674,37.905933,23.757343
61675,37.905831,23.754082
63644,37.955623,23.858549
63653,37.951787,23.861778
63657,37.947101,23.864607
90510,40.580895,22.954458
90524,40.579013,22.96799
90480,40.578221,22.947383
90499,40.579915,22.949406
90507,40.581947,22.950072
61940,38.037205,23.852884
240220,35.33124,25.159377
64248,37.948412,23.659908
64275,37.952489,23.658752
360175,39.615991,22.422779
360184,39.615778,22.429733
360185,39.614043,22.430625
140030,39.103561,21.509161
140081,39.149127,21.481033
61698,37.918995,23.734395
61701,37.915292,23.743898
61702,37.914145,23.74235
61703,37.915655,23.742909
90373,40.596058,22.992138
90379,40.600966,22.989264
63661,37.937513,23.868759
63669,37.93285,23.873549
160014,40.779445,21.409362
340267,37.420314,25.357788
62955,38.006643,23.784865
62965,38.009434,23.78986
62961,38.007566,23.789769
61776,38.049951,23.796768
240129,35.309828,25.149973
240163,35.308235,25.151252
400153,39.454032,23.120162
61943,38.033052,23.852683
61944,38.033634,23.856921
400140,39.147837,23.86624
380029,39.876848,25.060232
240044,35.316539,25.390904
360094,39.665431,22.399131
310076,40.988079,22.998729
61795,38.026073,23.784266
90291,40.57806,22.952626
10196,38.295248,21.789841
10327,38.217551,21.740638
200176,35.516617,24.033711
61908,38.065617,23.859791
61963,38.038194,23.828254
61909,38.066515,23.8583
62864,38.003401,23.797532
62860,38.006417,23.806943
62893,37.992481,23.798358
62872,38.006735,23.800409
90561,40.585495,23.016081
63510,38.071184,23.771501
63522,38.076201,23.779635
63966,37.827608,23.798743
61945,38.046076,23.868505
61952,38.039271,23.835313
61947,38.041075,23.833899
61860,38.020221,23.777578
90103,40.597768,22.965018
63048,38.130942,23.858555
340135,36.932851,24.733966
61797,38.021965,23.783544
270183,39.386119,21.919789
270184,39.385996,21.924511
61798,38.019892,23.784584
62697,37.933805,23.758933
62705,37.93398,23.762917
62707,37.935132,23.757837
61964,38.039328,23.832552
61910,38.050289,23.866857
61911,38.049194,23.869876
62892,37.994871,23.801517
62824,38.000843,23.80101
62836,37.996405,23.807144
64010,37.934988,23.713997
40108,37.511956,22.32199
64064,37.951247,23.712975
10105,37.876689,21.652347
61676,37.907769,23.755799
61677,37.905944,23.756526
61678,37.905814,23.75564
62589,38.029615,23.819652
62584,38.032553,23.820776
62588,38.026919,23.821317
62583,38.031025,23.818666
170104,38.446517,22.303396
62847,38.006109,23.797915
200029,35.328302,23.738821
62711,37.937717,23.757712
62712,37.935303,23.758651
62716,37.939047,23.758385
200178,35.520337,24.039718
360189,39.617852,22.428442
240043,34.931853,24.925458
90567,40.662669,22.803884
90568,40.671779,22.8012
62868,38.002599,23.801636
62911,38.002634,23.79287
62873,38.007989,23.803981
62823,38.005121,23.795681
62908,37.996243,23.808095
61765,38.049052,23.789253
61707,37.912885,23.749527
61847,38.014607,23.768579
70154,38.265898,23.236042
61849,38.017302,23.768919
470206,41.117827,25.400048
470215,41.117863,25.396738
470190,41.126989,25.407028
470199,41.114574,25.403216
62870,38.002793,23.799821
62875,38.005899,23.803879
62881,38.008335,23.804758
90250,40.577535,22.957376
290100,38.178524,20.497292
110274,36.426262,28.225282
90413,40.670005,22.799171
370141,35.180125,25.694283
370147,35.184197,25.704166
110143,37.321855,26.542697
90333,40.609326,22.991037
90380,40.600462,22.991721
62674,38.031517,23.797047
61551,38.074157,23.792242
210030,38.527798,25.866861
210060,38.568462,25.879302
200177,35.518105,24.035778
270180,39.239136,21.875389
60200,37.993717,23.766011
100052,41.1857,24.411145
60864,37.816589,23.780243
60775,37.849016,23.781476
20212,38.515693,21.283405
190052,40.372066,23.534657
320027,37.932507,22.341046
60307,37.724808,23.944946
400172,39.109052,22.92508
20377,38.406613,21.277509
61649,37.912792,23.755296
61999,38.056024,23.826641
62001,38.056283,23.833201
62005,38.058233,23.828284
380010,39.233476,26.208732
410161,37.064757,21.639284
400099,39.277269,22.815605
110018,36.219286,28.115413
61966,38.037784,23.831623
280096,40.544538,21.257485
120264,40.882405,25.869777
150207,38.890647,22.40497
50015,39.23493,21.221862
20357,38.687386,21.474936
61642,37.939891,23.765168
61643,37.940567,23.767278
40119,37.507227,22.376137
63663,37.933988,23.851574
10264,38.269656,22.044219
61878,38.060242,23.839103
61993,38.0522,23.828907
61994,38.054176,23.83209
61786,38.043851,23.741983
61787,38.046758,23.744366
61788,38.045755,23.743705
62007,38.058711,23.836604
62008,38.05874,23.835479
62009,38.060133,23.836099
340272,37.130009,25.270742
62713,37.935647,23.759604
62714,37.937019,23.759349
62715,37.93828,23.760134
120265,40.888608,25.870254
360024,39.895697,22.187763
450077,39.104697,20.640527
61837,38.007474,23.766018
420039,37.268018,23.154927
220205,37.846833,21.110867
20381,38.628701,21.420257
63891,37.827393,23.800851
63931,37.821822,23.806601
63932,37.821333,23.801171
63936,37.818498,23.801846
63938,37.820421,23.799858
62862,38.000163,23.801986
62848,38.004532,23.812553
62900,37.993678,23.801365
61981,38.032063,23.837897
20376,38.411493,21.25961
61680,37.920599,23.730366
61681,37.919444,23.731702
62907,37.995375,23.804698
62906,37.995084,23.807816
62904,37.995565,23.806558
62721,37.927148,23.759062
62544,38.031746,23.788785
130024,38.393039,23.884949
110282,36.403602,28.160975
10354,38.219475,21.742925
40292,37.430157,22.489746
320003,37.751504,23.022496
62181,38.053791,23.792793
370149,35.201221,25.713839
370150,35.206621,25.701089
370151,35.172788,25.692624
180040,39.977559,21.118064
400036,39.180307,22.761365
20370,39.041855,21.282075
62839,38.004805,23.810199
62901,37.993722,23.803518
62902,37.992157,23.804186
62854,38.001167,23.813778
61778,38.050774,23.793671
61957,38.040049,23.831882
60878,38.049721,23.73966
62826,38.00273,23.798579
62832,38.005318,23.802258
64230,37.948654,23.664185
60195,37.97626,23.710291
110297,36.36411,28.216118
270193,39.364676,21.94364
150201,38.892659,22.458008
150202,38.890155,22.461546
470237,41.135214,25.595601
61977,38.03442,23.839036
360026,39.293092,22.382997
380158,39.369821,26.192473
61825,37.920001,23.742399
90117,40.470384,22.968759
490071,40.907864,23.501769
130165,38.574421,23.642977
90381,40.600726,22.988922
130067,38.392817,23.794139
60883,38.046813,23.738352
60879,38.050271,23.740042
60875,38.051552,23.73972
60876,38.049262,23.740787
61655,37.909844,23.756843
61656,37.90828,23.750127
61658,37.907858,23.754291
480079,37.671478,26.833344
270016,39.308757,21.716969
430027,40.925691,22.014566
70140,38.38325,23.497376
360168,39.762478,22.488024
380098,39.291799,26.133776
120224,40.847521,25.880577
61003,37.916478,23.730665
60944,37.928012,23.728813
60971,37.919138,23.708357
60973,37.915476,23.707888
120243,40.846668,25.870518
61046,37.916043,23.72744
120155,40.845757,25.874142
61055,37.907412,23.727846
510122,41.145894,24.88918
60017,37.964376,23.725013
60240,38.080073,23.736107
240132,35.198164,25.035707
380025,39.368847,26.171571
410033,37.075441,21.863889
410177,37.087182,21.838634
410192,37.034875,21.786086
400082,39.366872,22.954572
330042,40.299228,21.792746
61229,37.8816,23.75731
240103,35.328471,25.136269
90094,40.654458,22.926833
90105,40.687845,22.950508
90097,40.647624,22.946779
120244,40.845141,25.87036
60979,37.914704,23.710379
30014,37.633725,22.73001
130258,39.005126,23.207968
510114,41.139797,24.890596
70095,38.276148,23.590324
320127,38.10244,22.548899
250383,39.645031,21.028311
250440,39.898895,20.398567
510060,40.985358,24.796006
410317,37.034875,21.786086
340522,37.463229,24.433133
410326,37.155484,22.041658
90148,40.480945,23.138748
330021,40.349088,21.830801
510139,41.137257,24.890654
120238,40.843055,25.869428
120239,40.848834,25.868161
510086,41.136209,24.895645
120240,40.847364,25.867624
120163,40.848667,25.86492
60211,37.989242,23.751498
370154,35.195942,26.131805
60211,37.989242,23.751498
490061,41.236163,23.391612
240112,35.299279,25.148102
90141,40.608663,23.099305
60198,37.927925,23.749884
90106,40.584704,23.031382
20148,38.393606,21.833529
120251,40.850023,25.86579
510108,41.140136,24.889476
510109,41.140283,24.888679
510110,41.1419,24.887323
190299,40.319173,23.040152
230019,40.594273,22.39989
400099,39.277269,22.815605
20341,38.5428,21.375603
20360,38.498802,21.352259
60091,38.064693,23.512836
240188,35.336107,25.132963
200174,35.539401,24.09106
190067,40.543945,23.590139
61067,37.889472,23.758301
150058,38.901441,22.431399
190013,40.050309,23.413119
320123,37.92806,23.142784
190007,40.396878,23.879229
320091,38.077926,22.63089
420107,37.263487,23.14945
20384,38.434858,21.792628
61253,37.882538,23.765259
510112,41.140682,24.891822
510113,41.142084,24.886384
510161,41.131922,24.888683
61007,37.900818,23.719604
61008,37.912441,23.714862
61021,37.909509,23.725397
200017,35.513357,24.021674
61080,37.89233,23.751688
240136,35.186021,25.280051
360153,39.629844,22.453876
61084,37.893761,23.753117
510095,41.13999,24.894948
61300,37.877323,23.757887
61302,37.876666,23.759003
61308,37.874795,23.756568
61309,37.87345,23.754054
61317,37.87059,23.75608
470064,41.176955,25.442305
10139,38.017532,21.960901
61867,38.054437,23.843572
61646,37.911445,23.751745
61871,38.055448,23.843418
61882,38.0615,23.840666
90529,40.589722,22.962705
90528,40.590177,22.963813
90527,40.590739,22.962093
61023,37.91238,23.727605
61027,37.908487,23.727628
120198,40.843032,25.870673
120246,40.846761,25.86936
60988,37.911946,23.711601
61057,37.904886,23.732682
510123,41.141152,24.895721
61058,37.907524,23.735117
510124,41.143336,24.896438
510125,41.145136,24.886341
390029,38.760863,20.647472
270146,39.192362,22.093938
430044,40.931703,22.082127
390022,38.658691,20.758479
60448,37.981097,23.766996
150124,38.616685,23.120339
230058,40.558526,22.188377
260150,40.994267,24.653306
320138,37.976901,22.977173
320140,37.925027,23.019123
490120,40.960934,23.711523
61034,37.91822,23.729332
61038,37.915248,23.718483
120165,40.849357,25.87164
90015,40.7321,22.603708
90110,40.730702,22.917343
240095,35.072359,24.766171
65387,37.862663,24.01221
110015,36.809446,27.098239
450017,39.237391,20.601352
270143,39.371319,21.975671
170095,38.395615,21.893372
470059,40.906546,25.517741
410107,36.91213,21.695455
90114,40.73797,22.984443
60997,37.908093,23.717442
510149,41.136747,24.901345
510151,41.132056,24.904665
510153,41.133583,24.888566
510098,41.133571,24.890551
61013,37.911044,23.721423
240191,35.338534,25.133073
250233,39.479614,20.8516
100048,41.313885,23.779443
490002,41.293402,23.685519
40220,37.246312,22.179658
250036,39.404051,20.783656
60957,37.905307,23.719095
110092,36.751779,26.978575
470073,41.075581,25.481658
65449,38.011543,23.650846
510165,41.130819,24.886407
510167,41.12989,24.887475
260104,41.013112,24.294688
260082,40.704876,24.535253
60742,37.844426,23.773096
60748,37.842073,23.766186
40150,37.682811,22.295693
120141,40.851312,25.881062
120182,40.853736,25.884816
61297,37.878992,23.754972
61211,37.888264,23.753607
10299,38.277238,21.764862
61195,37.894853,23.769904
510143,41.135401,24.888614
510119,41.141888,24.888565
61178,37.893804,23.772282
60766,37.846766,23.774694
60783,37.837058,23.774564
60757,37.846661,23.772645
20348,38.615814,21.221799
240184,35.339714,25.136056
40131,37.458294,22.571033
510148,41.13868,24.89691
190150,40.339126,23.062649
200190,35.495501,24.015852
270188,39.317349,21.859741
61030,37.914899,23.730474
120226,40.851055,25.87813
61035,37.907182,23.733266
90032,40.778041,22.574834
280010,40.516673,21.253761
70074,38.321362,23.317261
300057,39.56726,19.885085
110241,36.339638,27.949867
500146,39.5687,22.008699
350223,36.324726,22.983041
350224,36.298512,22.964267
60257,37.98226,23.763051
10257,38.258667,21.744399
480024,37.75345,26.978699
90108,40.540394,23.028096
380093,38.998551,26.318818
350167,36.298512,22.964267
350165,36.150358,22.987171
220158,37.708074,21.560624
100122,41.154695,24.175219
370033,35.012732,26.099881
460082,35.368531,24.531369
330070,40.365769,21.466676
120227,40.847548,25.882357
61036,37.917947,23.731979
120228,40.847585,25.884879
510158,41.13389,24.892215
61045,37.919749,23.724698
510163,41.130803,24.891278
510126,41.141535,24.89982
510127,41.143986,24.897538
120157,40.846075,25.873566
250153,39.751575,21.075353
340119,36.743604,24.425305
210034,38.404552,26.132212
350054,36.804056,22.851209
350214,37.229436,22.251863
410190,36.928586,21.903837
360141,39.295573,22.615889
30051,37.66313,22.48114
190145,40.01645,23.375316
110265,36.450091,28.222448
510074,41.135612,24.980813
200140,35.518556,24.042273
10248,38.066799,22.03478
120134,40.847195,25.878487
200192,35.497262,24.021567
60961,37.913155,23.711372
61047,37.918498,23.727924
510088,41.128472,24.889822
510171,41.128609,24.891211
210074,38.334261,26.099523
350061,36.7181,22.859967
40068,37.166953,22.861989
490025,41.260211,22.998908
470083,41.140278,25.464253
30043,37.704544,22.552134
410327,37.155484,22.041658
90170,40.396427,22.957891
120234,40.849199,25.869946
130024,38.393039,23.884949
280057,40.223212,21.022335
510157,41.135958,24.893722
61050,37.907638,23.721202
60936,37.922546,23.722944
510087,41.134943,24.894689
120195,40.844485,25.871644
60980,37.919072,23.703815
60964,37.918232,23.70805
60965,37.905834,23.724319
60969,37.920189,23.704997
60970,37.919461,23.704934
510140,41.13796,24.89435
510138,41.137766,24.893296
40270,37.111891,22.889148
270136,39.444585,21.835086
90857,40.59779,22.956971
65828,38.009191,23.780566
510082,41.253648,24.934241
61369,37.880963,23.755136
120143,40.850332,25.885326
120146,40.852316,25.880534
120148,40.851129,25.885485
120187,40.855238,25.886737
60778,37.841154,23.765769
60856,37.821672,23.783703
61161,37.884762,23.77366
110132,36.612032,27.134667
510237,41.087202,24.781597
510238,41.088126,24.781051
180120,40.0781,21.208075
60258,37.934122,23.641061
510147,41.134624,24.888792
510145,41.135605,24.889206
70054,38.29478,23.386199
80032,39.466745,20.511453
62510,38.075546,23.804187
62496,38.070381,23.803931
62478,38.079564,23.821565
61370,37.880254,23.749145
61374,37.877864,23.752792
61275,37.878082,23.763811
510068,41.229775,24.87908
120229,40.849297,25.888068
61040,37.918388,23.722009
120231,40.849144,25.893213
61303,37.877387,23.761611
380099,39.309228,26.216615
180024,40.084763,21.425523
120215,40.852029,25.877849
120230,40.857349,25.876994
120259,40.85538,25.907058
520015,37.787826,20.899928
400085,39.438664,23.102504
410151,36.887344,22.231353
400077,39.388639,23.168647
390032,38.664785,20.599755
62485,38.069109,23.809936
62465,38.066565,23.817482
62453,38.068672,23.818108
62451,38.067167,23.814249
10258,38.234396,21.73088
330035,40.294317,22.03931
120152,40.845085,25.874283
120192,40.845672,25.871827
510120,41.145207,24.888837
120153,40.845116,25.872295
90113,40.780817,22.956226
370108,35.302971,25.525196
250402,39.999185,20.886989
400131,39.327646,23.052445
90057,40.80214,22.669724
390019,38.628179,20.610819
80034,39.372154,20.302111
400133,39.121846,23.727269
230021,40.551789,22.246455
80090,39.453591,20.277614
61572,38.088214,23.615164
200191,35.494739,24.018246
200195,35.480679,24.01386
410163,36.994842,22.155702
20044,38.535559,21.08065
60300,37.831632,23.864347
250403,39.751653,20.649166
320123,37.92806,23.142784
410329,37.155484,22.041658
61168,37.89544,23.766548
510071,41.022812,24.802124
510069,41.034711,24.860425
510064,41.030664,25.070663
250447,39.898895,20.398567
350321,37.072983,22.427954
61974,38.035905,23.835704
90202,40.7794,22.999359
120160,40.843982,25.87429
510134,41.138929,24.892069
120237,40.844759,25.869246
510135,41.136895,24.890118
120161,40.844995,25.874545
60905,37.920927,23.710313
60199,37.989594,23.665008
250250,39.601114,20.842419
250252,39.610513,20.860986
360043,39.639308,22.41592
260090,40.935751,24.394378
270017,39.365219,21.920051
400078,39.361904,22.946673
420073,37.97437,23.476804
420008,37.747941,23.429644
70074,38.321362,23.317261
120156,40.848868,25.872206
120236,40.846707,25.873284
120245,40.843864,25.870312
120249,40.848109,25.871189
300254,39.746573,19.68131
260048,40.656747,24.687043
190293,40.30914,23.079806
68027,38.011598,23.826201
190298,40.315071,23.045801
61274,37.874366,23.763995
90234,40.577096,22.977772
60861,37.821991,23.775216
60860,37.823865,23.783732
60857,37.825338,23.774268
490207,41.089557,23.536957
490140,41.086512,23.543749
490190,41.086904,23.555227
490206,41.090845,23.539722
400134,39.304147,23.220741
60231,37.965074,23.745092
90209,40.653496,22.909935
90072,40.633778,22.944027
60397,38.033355,23.87539
60396,37.979041,23.918667
60398,38.040979,23.881915
120222,40.848094,25.875815
120180,40.847775,25.883794
120223,40.846509,25.880396
61002,37.908466,23.723231
90235,40.569929,22.983717
260098,40.777212,23.95199
350089,37.074908,22.430664
310011,41.10389,22.560894
61041,37.919482,23.722448
61042,37.915423,23.724289
120235,40.850878,25.87174
120162,40.844702,25.8738
120247,40.846394,25.869768
120250,40.850567,25.870272
120201,40.84782,25.863212
61150,37.890854,23.768504
61215,37.884485,23.752618
470160,41.113321,25.395128
400071,39.462752,22.744265
380083,39.041123,26.199827
20311,38.36081,21.560958
100101,41.405258,23.895739
190155,40.095787,23.784827
240146,35.398552,25.034458
64226,37.949069,23.669164
64233,37.94772,23.666474
64236,37.947066,23.670194
190172,40.016597,23.522959
62013,37.989223,23.789026
90247,40.574201,22.959747
61969,38.036856,23.829782
61668,37.911272,23.755981
61684,37.923595,23.736384
62561,38.027937,23.807479
62562,38.02421,23.812442
62567,38.02563,23.815161
130019,38.410493,24.037125
360162,39.814123,22.818809
10329,38.211689,21.739779
61449,37.863243,23.756466
61451,37.863094,23.757927
61145,37.89441,23.765105
220033,37.798411,21.624218
240207,35.337912,25.16163
61633,37.936868,23.766233
60684,38.023176,23.802156
460094,35.365953,24.511348
460101,35.358536,24.518842
350174,36.22742,23.082099
62776,37.924345,23.739938
90245,40.57372,22.962906
30002,37.520061,22.576806
90286,40.576207,22.950711
140023,38.957108,21.604213
