eett,latitude,longitude
50147,39.075771,21.128086
50021,39.162147,20.985769
240112,35.299279,25.148102
110179,36.450091,28.222448
370006,35.189506,25.718565
470144,41.119997,25.418855
350028,36.527252,23.087685
90785,40.681447,22.944651
64863,38.009202,23.678213
64869,38.010489,23.688072
64872,38.006457,23.687776
64874,38.006343,23.686001
64022,37.943792,23.707002
330241,40.509969,21.671769
300014,39.619755,19.919074
60664,37.983751,23.769422
250261,39.681463,20.822776
60298,37.766157,24.074709
60200,37.993717,23.766011
60797,37.835792,23.774715
420070,37.963323,23.61963
60487,37.973707,23.775291
60491,37.97392,23.774328
64238,37.946873,23.669042
380029,39.876848,25.060232
240112,35.299279,25.148102
60081,37.985357,23.73388
340262,37.43814,25.33376
60262,37.997519,23.716955
340166,36.419793,25.432418
60310,38.136718,23.832355
90094,40.654458,22.926833
10830,38.158472,22.342887
61618,38.026584,23.679627
420051,37.964821,23.497938
130265,38.359907,23.637167
60240,38.080073,23.736107
420046,37.945997,23.646649
61599,38.025079,23.680436
61621,38.028108,23.675986
410134,36.958775,22.243874
64951,38.019201,23.681846
380042,39.081404,26.183963
230038,40.523205,22.203688
65258,38.017159,23.755317
65222,38.018148,23.755883
320122,37.925027,23.019123
60579,37.97813,23.765883
65951,37.95663,23.750489
66160,37.951914,23.751861
65954,37.955024,23.746737
66159,37.952904,23.7525
120003,40.84542,25.873993
65958,37.952848,23.750105
240103,35.328471,25.136269
240103,35.328471,25.136269
66158,37.954676,23.754085
61622,38.028048,23.674172
350145,36.623829,22.389143
63603,38.056954,23.748881
360088,39.630483,22.409969
320123,37.92806,23.142784
61619,38.026823,23.67733
61612,38.0258,23.675412
200113,35.496044,23.961569
65213,38.019922,23.756765
65249,38.017457,23.756881
65250,38.014372,23.749152
200110,35.533339,24.076951
20629,38.352587,21.625589
90513,40.575347,22.967142
150046,38.998708,22.354486
60288,37.942475,24.009749
90073,40.61237,22.96756
360043,39.639308,22.41592
500062,39.585391,21.794906
270063,39.173254,22.006554
66165,37.95108,23.751586
320124,38.048057,22.685518
63332,38.097461,23.822696
360088,39.630483,22.409969
10316,38.195964,21.701301
60034,38.045126,23.804014
500130,39.560453,21.769054
63004,38.004558,23.786662
65218,38.019143,23.758393
